DrugBank ID,Doping,Similar Structure
DB07011,1,DB07011
DB07012,0,"DB07012, DB07452, DB08511, DB07564, DB08512, DB03780, DB08514"
DB07013,1,DB07013
DB07014,0,DB07014
DB07015,0,DB07015
DB07016,0,DB07016
DB07017,0,"DB07017, DB07310"
DB07018,0,DB07018
DB07019,0,DB07019
DB07020,0,DB07020
DB07021,0,"DB07021, DB07193"
DB07022,0,DB07022
DB07023,0,DB07023
DB07024,0,DB07024
DB07025,0,DB07025
DB07026,0,DB07026
DB07027,0,"DB07027, DB07143, DB07133, DB07005, DB06919, DB06942, DB07083"
DB07028,0,"DB07028, DB07030"
DB07029,0,"DB07029, DB07008"
DB07030,0,"DB07030, DB07028"
DB07031,0,"DB07031, DB07294"
DB07032,0,"DB07032, DB07198, DB06927"
DB07033,0,"DB07033, DB07132"
DB07034,0,DB07034
DB07035,0,"DB07035, DB08457"
DB07036,0,"DB07036, DB07638, DB08020, DB07933, DB08737"
DB07037,0,DB07037
DB07038,0,DB07038
DB07039,0,"DB07039, DB12078"
DB07040,0,"DB07040, DB01025"
DB07041,0,DB07041
DB07042,0,"DB07042, DB07043"
DB07043,0,"DB07043, DB07042"
DB07044,0,"DB07044, DB07098, DB06978, DB06949, DB06950, DB07097, DB07445"
DB07045,0,"DB07045, DB01893, DB11933, DB00194, DB00640, DB03528, DB05511, DB02798, DB03797, DB07205, DB04954, DB04853, DB00131, DB03230, DB03349, DB13122, DB03170, DB12443, DB01812, DB12885, DB05553, DB03708, DB03716, DB16833, DB02098, DB01829, DB01073, DB04441, DB04067, DB12156"
DB07046,0,"DB07046, DB12429, DB07101, DB03115, DB08208"
DB07047,0,DB07047
DB07048,0,DB07048
DB07049,0,DB07049
DB07050,0,"DB07050, DB06891"
DB07051,0,"DB07051, DB03183, DB04469, DB03807, DB01959, DB08790"
DB07052,0,"DB07052, DB02282, DB02523, DB01752, DB07413, DB00118, DB02844, DB03716, DB00194, DB00640, DB03528, DB12156, DB07170, DB01073, DB04441, DB02916, DB03273, DB16075, DB03423, DB02162, DB03011, DB02933, DB11933, DB01910, DB04102, DB02607, DB02947, DB04853, DB02896, DB04440"
DB07053,0,DB07053
DB07054,0,"DB07054, DB07751, DB07761"
DB07055,0,DB07055
DB07056,0,DB07056
DB07057,0,"DB07057, DB07825"
DB07058,0,DB07058
DB07059,0,"DB07059, DB07174, DB07113, DB06899"
DB07060,0,"DB07060, DB02758, DB02988, DB00150, DB03225, DB07723, DB06981, DB02740, DB07950"
DB07061,0,"DB07061, DB13496, DB09244, DB07283"
DB07062,0,"DB07062, DB06974, DB11191, DB11467, DB03614, DB00200, DB04803, DB05168, DB03469, DB15673, DB05735, DB16186"
DB07063,0,"DB07063, DB08449"
DB07064,0,DB07064
DB07065,0,"DB07065, DB08531, DB08534, DB07210, DB07595, DB08535, DB07179, DB08539"
DB07066,0,"DB07066, DB07792, DB06986"
DB07067,0,DB07067
DB07068,0,"DB07068, DB06989"
DB07069,0,"DB07069, DB16842, DB02710, DB08508, DB00345"
DB07070,0,DB07070
DB07071,0,"DB07071, DB07887"
DB07072,0,"DB07072, DB01261, DB08044, DB07081"
DB07073,0,DB07073
DB07074,0,"DB07074, DB07212"
DB07075,0,"DB07075, DB07213"
DB07076,0,DB07076
DB07077,0,DB07077
DB07078,0,"DB07078, DB06436, DB03428, DB03083"
DB07079,0,DB07079
DB07080,0,DB07080
DB07081,0,"DB07081, DB01261, DB07072, DB08044"
DB07082,0,DB07082
DB07083,0,"DB07083, DB08187, DB05832, DB04520, DB07143, DB08422, DB16293, DB07133, DB02626, DB08024, DB07005, DB07027, DB13067, DB11784, DB06919, DB07749, DB03090"
DB07084,0,DB07084
DB07085,0,DB07085
DB07086,0,"DB07086, DB07195, DB08595"
DB07087,0,"DB07087, DB07195"
DB07088,0,"DB07088, DB07091, DB06929, DB06947, DB06845, DB06936, DB06850, DB06996, DB06853, DB06858, DB07095, DB06942, DB07131"
DB07089,0,DB07089
DB07090,0,"DB07090, DB07222, DB07188, DB07155, DB07192"
DB07091,0,"DB07091, DB07088, DB06929, DB06947, DB06850, DB06936, DB06845, DB06853, DB06996, DB06858, DB07131, DB07095, DB06942"
DB07092,0,DB07092
DB07093,0,DB07093
DB07094,0,DB07094
DB07095,0,"DB07095, DB07131, DB06936, DB06996, DB06858, DB06853, DB06929, DB06850, DB06947, DB06845, DB06942, DB07005, DB07190, DB06868, DB13616, DB06911, DB07088, DB07091, DB06878, DB16305"
DB07096,0,"DB07096, DB05022"
DB07097,0,"DB07097, DB07098, DB07044, DB06978, DB06949, DB06950, DB07445"
DB07098,0,"DB07098, DB07044, DB06978, DB06949, DB06950, DB07097, DB07445"
DB07099,0,"DB07099, DB07104, DB03783"
DB07100,0,"DB07100, DB06957, DB06958"
DB07101,0,"DB07101, DB07046, DB03115, DB08208, DB12429, DB12933"
DB07102,0,"DB07102, DB07104"
DB07103,0,DB07103
DB07104,0,"DB07104, DB07102, DB07099, DB13278"
DB07105,0,DB07105
DB07106,0,DB07106
DB07107,0,"DB07107, DB08073"
DB07108,0,"DB07108, DB06935, DB07753, DB12475"
DB07109,0,"DB07109, DB07767, DB08587, DB01880, DB11285, DB04449, DB16440, DB14188, DB04066, DB14680"
DB07110,1,"DB07110, DB09224"
DB07111,0,"DB07111, DB15571, DB07172, DB18100"
DB07112,0,"DB07112, DB08687, DB04847"
DB07113,0,"DB07113, DB07174, DB07059"
DB07114,0,DB07114
DB07115,0,DB07115
DB07116,0,"DB07116, DB08245, DB02030, DB02819"
DB07117,1,DB07117
DB07118,0,"DB07118, DB08785, DB07802, DB07908, DB08049, DB15464, DB03410"
DB07119,0,DB07119
DB07120,0,DB07120
DB07121,0,"DB07121, DB07964, DB13020, DB05100, DB02350"
DB07122,0,DB07122
DB07123,1,DB07123
DB07124,0,DB07124
DB07125,0,"DB07125, DB08004, DB04715, DB18109, DB18711, DB12494"
DB07126,0,"DB07126, DB08248, DB06948, DB08309, DB08233, DB07203, DB08241, DB02407"
DB07127,0,DB07127
DB07128,0,DB07128
DB07129,0,"DB00379, DB07129"
DB07130,0,"DB07130, DB07197, DB07289, DB06829"
DB07131,0,"DB07131, DB07095, DB06936, DB06996, DB06858, DB06853, DB06850, DB06929, DB06947, DB06845, DB06942, DB07190, DB13616, DB07005, DB06868, DB06911, DB07091, DB07088, DB06878, DB04898, DB16305"
DB07132,1,"DB07132, DB07033"
DB07133,0,"DB07133, DB07143, DB07005, DB07027, DB06919, DB06942, DB07083, DB06947, DB08187, DB06845, DB06996, DB08422, DB06929, DB06936, DB06850, DB04520, DB06878, DB06853, DB06911"
DB07134,0,DB07134
DB07135,0,DB07135
DB07136,0,"DB07136, DB06835, DB06921"
DB07137,0,DB07137
DB07138,0,DB07138
DB07139,0,DB07139
DB07140,0,"DB07140, DB07142, DB07141, DB07144, DB06847, DB07153, DB08234"
DB07141,0,"DB07141, DB07140, DB07142, DB07144, DB06847, DB07153, DB08234"
DB07142,0,"DB07142, DB07140, DB07141, DB07144, DB06847, DB07153, DB08234"
DB07143,0,"DB07143, DB07133, DB07005, DB07027, DB06919, DB06942, DB07083, DB06947, DB06845, DB08187, DB06996, DB06929, DB08422, DB06850, DB04520, DB06878, DB06936, DB06853, DB06858, DB02626, DB06911, DB05155, DB06868"
DB07144,0,"DB07144, DB07141, DB07140, DB07142, DB06847, DB07153, DB08234"
DB07145,0,DB07145
DB07146,0,"DB07146, DB07297, DB08393, DB07654, DB08392, DB07653"
DB07147,0,"DB07147, DB07189"
DB07148,0,DB07148
DB07149,0,DB07149
DB07150,0,DB07150
DB07151,0,DB07151
DB07152,0,DB07152
DB07153,0,"DB07153, DB07140, DB06847, DB07142, DB07141, DB08234, DB07144"
DB07154,0,"DB07154, DB07271, DB12625"
DB07155,0,"DB07155, DB07192, DB07188, DB07090, DB07222"
DB07156,0,DB07156
DB07157,0,DB07157
DB07158,0,DB07158
DB07159,0,"DB07159, DB12010"
DB07160,0,"DB07160, DB04579, DB07225, DB07224, DB18145"
DB07161,0,DB07161
DB07162,0,DB07162
DB07163,0,DB07163
DB07164,0,DB07164
DB07165,0,DB07165
DB07167,0,DB07167
DB07168,0,"DB07168, DB07966, DB07382"
DB07169,0,DB07169
DB07170,0,"DB07170, DB03716, DB17756, DB00194, DB00640, DB03528, DB04102, DB00242, DB02947, DB12156, DB02282, DB06843, DB07052, DB00631, DB02103, DB01073, DB04441, DB02916, DB15653, DB03273, DB03735, DB16075, DB03011, DB02523, DB11933, DB04440, DB01910, DB01752, DB00131, DB02162"
DB07171,0,"DB07171, DB01637, DB14134, DB00632, DB03143, DB06894, DB09494, DB11220, DB12452, DB15953, DB00825, DB11344, DB14123"
DB07172,0,"DB07172, DB06926, DB07302, DB13105, DB07111, DB12961"
DB07173,0,"DB07173, DB04604, DB03172, DB02933, DB13916, DB12405, DB14636"
DB07174,0,"DB07174, DB07059, DB07113"
DB07175,0,DB07175
DB07176,0,"DB07176, DB07376, DB08238, DB07684"
DB07177,0,"DB07177, DB00917, DB00929, DB00770, DB09211, DB02056, DB08964"
DB07178,0,"DB07178, DB12226, DB12179"
DB07179,0,"DB07179, DB08535, DB07210, DB06983, DB08539, DB07595, DB08534, DB08531, DB08538, DB07065"
DB07180,0,"DB07180, DB08009, DB01268, DB15247, DB06436, DB17061, DB13019, DB11741, DB12072, DB14866, DB08577, DB16821"
DB07181,0,DB07181
DB07182,0,DB07182
DB07183,0,"DB07183, DB14765, DB05575"
DB07184,0,DB07184
DB07185,0,DB07185
DB07186,0,DB07186
DB07187,0,DB07187
DB07188,0,"DB07188, DB07090, DB07222, DB07155, DB07192"
DB07189,0,"DB07189, DB07147"
DB07190,0,"DB07190, DB06911, DB06868, DB06878, DB06919, DB07131, DB07095, DB06996, DB06853, DB06869, DB06858, DB06850, DB16305, DB06936, DB06947"
DB07192,0,"DB07192, DB07155, DB07188, DB07090, DB07222"
DB07193,0,"DB07193, DB07021"
DB07194,0,DB07194
DB07195,0,"DB07195, DB07086, DB08595, DB07087"
DB07196,0,DB07196
DB07197,0,"DB07197, DB07130, DB07289, DB06829"
DB07198,0,"DB07198, DB07032, DB06927"
DB07199,0,"DB07199, DB07200"
DB07200,0,"DB07200, DB07199"
DB07201,0,"DB07201, DB07240"
DB07202,0,DB07202
DB07203,0,"DB07203, DB06948, DB08233, DB08241, DB07126, DB08248, DB02407, DB08309"
DB07204,0,DB07204
DB07205,0,"DB07205, DB00131, DB08185, DB03230, DB01893, DB04418, DB01812, DB16833, DB03708, DB02527, DB02059, DB02694, DB02098, DB02798, DB01895, DB03349, DB00171, DB01690, DB01842, DB04602, DB02930, DB01717, DB02738, DB02902, DB13242, DB01790, DB11933, DB02363, DB03478, DB04554"
DB07206,0,DB07206
DB07207,0,"DB07207, DB01725"
DB07208,0,DB07208
DB07209,0,DB07209
DB07210,0,"DB07210, DB08535, DB07595, DB08534, DB07179, DB08531, DB08539, DB06983, DB08538, DB07065, DB04669"
DB07211,0,"DB07211, DB07278, DB07277"
DB07212,0,"DB07212, DB07074, DB02398"
DB07213,0,"DB07213, DB07075"
DB07215,0,DB07215
DB07216,0,DB07216
DB07217,0,"DB07217, DB06970, DB07398, DB08032, DB08033"
DB07218,0,DB07218
DB07219,0,"DB07219, DB07223, DB07231"
DB07220,0,DB07220
DB07221,0,DB07221
DB07222,0,"DB07222, DB07090, DB07188, DB07155, DB07192"
DB07223,0,"DB07223, DB02855, DB07219, DB07231, DB07225, DB07224, DB04579, DB12613, DB17872"
DB07224,0,"DB07224, DB07225, DB04579, DB18145, DB07160, DB07223"
DB07225,0,"DB07225, DB07224, DB04579, DB18145, DB07160, DB07223"
DB07226,0,"DB07226, DB07257, DB04608, DB08365"
DB07227,0,DB07227
DB07228,1,"DB07228, DB07311"
DB07229,0,"DB07229, DB03159, DB03865, DB03173, DB02463, DB01771, DB04215, DB06923, DB06856, DB04563"
DB07230,0,DB07230
DB07231,0,"DB07231, DB07223, DB07219"
DB07232,0,"DB07232, DB07330"
DB07233,0,"DB07233, DB02449"
DB07234,0,DB07234
DB07235,0,DB07235
DB07236,0,"DB07236, DB06937, DB07502"
DB07237,0,DB07237
DB07238,0,"DB07238, DB05884"
DB07239,0,DB07239
DB07240,0,"DB07240, DB07201"
DB07241,0,DB07241
DB07242,1,"DB07242, DB08166"
DB07243,0,"DB07243, DB11699, DB00757"
DB07244,0,"DB07244, DB07577, DB00205"
DB07245,0,DB07245
DB07246,0,"DB07246, DB08490"
DB07247,1,"DB07247, DB03159"
DB07248,0,DB07248
DB07249,0,"DB07249, DB11805, DB13088, DB11973, DB12114, DB00317, DB12183, DB05294, DB07250"
DB07250,0,"DB07250, DB07256, DB07255, DB07253, DB07252, DB07254, DB07249"
DB07251,0,DB07251
DB07252,0,"DB07252, DB07253, DB07250, DB07256, DB07254, DB07255"
DB07253,0,"DB07253, DB07252, DB07250, DB07256, DB07255, DB07254"
DB07254,0,"DB07254, DB07250, DB07255, DB07252, DB07256, DB07253"
DB07255,0,"DB07255, DB07250, DB07256, DB07254, DB07253, DB07252"
DB07256,0,"DB07256, DB07250, DB07255, DB07253, DB07252, DB07254"
DB07257,0,"DB07257, DB07226, DB08365, DB07265, DB04608, DB07006"
DB07258,0,DB07258
DB07259,0,DB07259
DB07260,0,DB07260
DB07261,0,"DB07261, DB02744, DB08426"
DB07262,0,DB07262
DB07263,0,DB07263
DB07264,0,"DB07264, DB07010, DB06877"
DB07265,0,"DB07265, DB07006, DB04608, DB07444, DB07257"
DB07266,0,DB07266
DB07267,0,"DB07267, DB08450, DB08454"
DB07268,0,"DB07268, DB07460"
DB07269,0,DB07269
DB07270,0,"DB07270, DB07321, DB07312"
DB07271,0,"DB07271, DB07154, DB12625"
DB07272,0,DB07272
DB07273,0,"DB07273, DB02752"
DB07274,0,"DB07274, DB11845, DB16124"
DB07275,0,"DB07275, DB08278"
DB07276,0,DB07276
DB07277,0,"DB07277, DB07211, DB07278"
DB07278,0,"DB07278, DB07211, DB07277"
DB07279,0,DB07279
DB07280,0,DB07280
DB07281,0,"DB07281, DB07284"
DB07282,0,DB07282
DB07283,0,"DB07283, DB07945, DB08655, DB07061"
DB07284,0,"DB07284, DB07303, DB07281"
DB07285,0,DB07285
DB07286,0,"DB07286, DB08087"
DB07287,0,DB07287
DB07288,0,DB07288
DB07289,0,"DB07289, DB06829, DB07130, DB07197"
DB07290,0,DB07290
DB07291,0,DB07291
DB07292,0,DB07292
DB07293,0,"DB07293, DB04634"
DB07294,0,"DB07031, DB07294"
DB07295,0,"DB07295, DB03982, DB01734"
DB07296,0,DB07296
DB07297,0,"DB07297, DB08393, DB07654, DB07653, DB08392, DB07146, DB04727"
DB07298,0,DB07298
DB07299,0,DB07299
DB07300,0,DB07300
DB07301,0,"DB07301, DB04532, DB18050"
DB07302,0,"DB06926, DB07302, DB04746, DB07172, DB04747, DB13105"
DB07303,0,"DB07303, DB07284"
DB07304,0,"DB07304, DB07407"
DB07305,0,"DB07305, DB02909, DB07758, DB07408"
DB07306,1,"DB07306, DB07388"
DB07307,0,DB07307
DB07308,0,DB07308
DB07309,0,"DB07309, DB07313"
DB07310,0,"DB07310, DB07017"
DB07311,0,"DB07311, DB07228"
DB07312,0,"DB07312, DB07270"
DB07313,0,"DB07313, DB07746, DB07309, DB07322"
DB07314,1,DB07314
DB07315,0,DB07315
DB07316,0,DB07316
DB07317,0,DB07317
DB07318,0,"DB07318, DB08750, DB07405, DB06879"
DB07319,0,DB07319
DB07320,0,DB07320
DB07321,0,"DB07321, DB07270"
DB07322,0,"DB07322, DB07746, DB07323, DB07313"
DB07323,0,"DB07323, DB07322, DB07746"
DB07324,0,DB07324
DB07325,0,DB07325
DB07326,0,DB07326
DB07327,0,"DB07327, DB07332"
DB07328,0,DB07328
DB07329,0,DB07329
DB07330,0,"DB07330, DB07232, DB12725"
DB07331,0,DB07331
DB07332,0,"DB07332, DB07327"
DB07333,0,"DB07333, DB07334"
DB07334,0,"DB07334, DB07333"
DB07335,0,"DB04463, DB07335, DB01809, DB08053, DB03023, DB08054, DB08300, DB09053, DB11836, DB08052"
DB07336,0,"DB07336, DB07959"
DB07337,0,DB07337
DB07338,0,DB07338
DB07339,0,DB07339
DB07340,0,DB07340
DB07341,0,"DB07341, DB07378, DB04728, DB03615, DB01172, DB00452, DB01421, DB15080, DB17631, DB07357, DB13673, DB00684, DB13270, DB16951, DB07633, DB11520, DB04717, DB04808, DB03779, DB02686, DB03279, DB11602, DB15146, DB15379, DB01687, DB01909, DB03277, DB03323, DB04465, DB04681"
DB07342,0,DB07342
DB07343,0,DB07343
DB07344,0,"DB02042, DB02078, DB02327, DB02343, DB02580, DB03394, DB03508, DB03556, DB04332, DB06867, DB07344, DB08357, DB14000, DB02935"
DB07345,0,"DB07345, DB16295, DB13714"
DB07346,0,"DB07346, DB08841, DB16863"
DB07347,0,DB07347
DB07348,0,DB07348
DB07349,0,"DB02043, DB07349, DB11284, DB14105, DB03429, DB03979, DB01728, DB01966, DB04327, DB08376, DB04683, DB04752, DB11331, DB02777, DB04178, DB09114, DB11283, DB14099, DB00144, DB03047, DB03438, DB08367, DB03690, DB05456, DB18573, DB02144, DB02306, DB04372, DB18093, DB02261"
DB07350,0,DB07350
DB07351,0,"DB07351, DB08762"
DB07352,0,"DB07352, DB15581, DB08230, DB15584, DB16101, DB01852, DB14008, DB11259, DB17283, DB16770, DB07776, DB06732, DB07453, DB02375, DB04216, DB07795, DB16767, DB16885, DB16772, DB13333, DB13983, DB12058, DB17263"
DB07353,0,"DB07353, DB09352"
DB07354,0,"DB07354, DB04115"
DB07355,0,DB07355
DB07356,0,"DB07356, DB06880"
DB07357,0,"DB07357, DB07378, DB07341, DB03772, DB01172, DB03779, DB02695, DB04141, DB12942, DB16867, DB00684, DB13270, DB13673, DB03338, DB02357, DB02451, DB07923, DB07924, DB14746, DB02645"
DB07358,0,"DB07358, DB08118, DB08210"
DB07359,0,DB07359
DB07360,1,"DB07360, DB06134, DB07362"
DB07362,1,"DB07362, DB07360, DB06134"
DB07363,0,"DB07363, DB03526, DB02986"
DB07364,0,DB07364
DB07365,0,"DB07365, DB01766, DB00120, DB02556, DB07371, DB02685, DB08253, DB06838, DB00135, DB03839"
DB07366,0,"DB07366, DB03535"
DB07367,0,"DB07367, DB08090"
DB07368,0,DB07368
DB07369,0,DB07369
DB07370,0,DB07370
DB07371,0,"DB07371, DB03400, DB07365, DB02024, DB01766"
DB07373,1,"DB07373, DB12194, DB00990, DB00896, DB00860, DB00959, DB00396, DB01434, DB01536, DB00635, DB09383, DB12952, DB01541, DB13586, DB01451, DB13208"
DB07374,0,DB07374
DB07375,0,"DB01561, DB04693, DB07375, DB07557, DB01744, DB11345, DB14156, DB15918, DB03540, DB08956, DB15920, DB02854, DB05087, DB11859, DB12308, DB12972, DB00858, DB11622, DB02125, DB02901, DB07447, DB13587"
DB07376,0,"DB07376, DB07176, DB07684, DB02866"
DB07377,0,DB07377
DB07378,0,"DB07378, DB07357, DB07341, DB01172, DB03779, DB03772, DB02451, DB07923, DB07924, DB14746, DB00684, DB13270, DB13673, DB03338, DB02695, DB04141, DB12942, DB16867, DB03615, DB02357, DB15080, DB17631"
DB07379,0,"DB07379, DB04751, DB08325, DB02733, DB06195, DB04776, DB04662, DB08463"
DB07380,0,"DB07380, DB08119"
DB07381,0,"DB07381, DB02280, DB03357, DB13218, DB04080, DB07896, DB09269, DB03588"
DB07382,0,"DB07382, DB07966, DB07168"
DB07383,0,DB07383
DB07384,1,"DB07384, DB13087, DB03360, DB03927, DB02370, DB01815, DB02578"
DB07385,0,"DB07385, DB02395, DB12593"
DB07387,0,DB07387
DB07388,1,"DB07388, DB07306"
DB07389,0,DB07389
DB07390,0,"DB07390, DB07988"
DB07391,0,"DB07391, DB08576, DB03833"
DB07392,0,"DB07392, DB07551, DB07552"
DB07393,0,DB07393
DB07394,0,DB07394
DB07395,0,"DB07395, DB07968"
DB07396,0,DB07396
DB07397,0,"DB07397, DB05168, DB11467, DB11191, DB05735, DB03469, DB00200, DB03614, DB16186, DB03317, DB03906, DB15673, DB04803, DB12674, DB02832, DB15413, DB16312, DB16166, DB02975"
DB07398,0,"DB07398, DB08032, DB08033, DB07217"
DB07400,0,"DB07400, DB06886, DB08732, DB05714"
DB07401,0,DB07401
DB07402,0,DB07402
DB07403,0,DB07403
DB07404,0,"DB07404, DB07409"
DB07405,1,"DB07405, DB08750, DB07318, DB06879"
DB07406,0,DB07406
DB07407,0,"DB07407, DB07304"
DB07408,0,"DB07408, DB07305"
DB07409,0,"DB07409, DB07404"
DB07410,0,DB07410
DB07411,0,"DB07411, DB01963"
DB07412,0,DB07412
DB07413,0,"DB07413, DB07052, DB02282, DB02523, DB01752, DB00118, DB02844, DB03716, DB00194, DB00640, DB03528, DB12156, DB02916, DB07170, DB01073, DB04441, DB03458, DB11933, DB03273, DB03011, DB01910, DB03423, DB02162, DB03719, DB16075, DB13122, DB02933, DB00131, DB02607, DB03708"
DB07414,0,DB07414
DB07415,0,DB07415
DB07416,0,"DB07416, DB12176, DB11677, DB14149, DB06801, DB11250, DB16635, DB14102, DB12528, DB13038, DB12592, DB12709, DB13171"
DB07418,0,"DB07418, DB04214, DB13495, DB08413"
DB07419,1,"DB07419, DB12078, DB07769, DB07422, DB07421, DB07423"
DB07420,0,"DB07420, DB07424"
DB07421,0,"DB07421, DB12078, DB07423, DB07419"
DB07422,0,"DB07422, DB07769, DB07423, DB07419, DB12078"
DB07423,1,"DB07423, DB07769, DB07422, DB12078, DB07454, DB07421, DB07419"
DB07424,0,"DB07424, DB07420"
DB07425,0,"DB07425, DB03788"
DB07426,0,DB07426
DB07427,0,DB07427
DB07428,0,DB07428
DB07429,0,"DB07429, DB07691"
DB07430,0,"DB07430, DB07431"
DB07431,0,"DB07431, DB07430"
DB07432,0,"DB07432, DB08704"
DB07433,0,DB07433
DB07434,0,DB07434
DB07435,0,"DB07435, DB07479"
DB07436,0,"DB07436, DB04379"
DB07437,0,"DB07437, DB06873, DB07439"
DB07439,0,"DB07439, DB06873, DB07437"
DB07440,0,"DB07440, DB03120"
DB07441,0,DB07441
DB07443,0,"DB07443, DB08169, DB08880, DB07559, DB07561, DB06481"
DB07444,0,"DB07444, DB17029, DB07265, DB08036, DB07006"
DB07445,0,"DB07445, DB07098, DB07044, DB06978, DB06949, DB06950, DB07097"
DB07446,0,"DB07446, DB06951, DB02752, DB04416, DB08640"
DB07447,1,"DB02901, DB07447, DB13587, DB00858, DB02854, DB05087, DB11859, DB12308, DB12972, DB11371, DB06622, DB08956, DB16260, DB03619, DB01586, DB02659, DB05990, DB06777, DB02817, DB11789, DB11622, DB18044, DB01479, DB01513, DB01530, DB03882, DB03926, DB16870, DB01561, DB04693"
DB07448,0,DB07448
DB07449,0,DB07449
DB07450,0,DB07450
DB07451,1,DB07451
DB07452,0,"DB07452, DB07012, DB08511, DB07564, DB08512, DB03780, DB08514"
DB07453,0,"DB07453, DB06732, DB07776, DB15581, DB07352, DB16101, DB08230, DB15584, DB01852, DB14008, DB11259, DB13333"
DB07454,0,"DB07454, DB00499, DB07423, DB07769"
DB07455,0,"DB07455, DB12717"
DB07456,0,"DB07456, DB07458, DB03777, DB01946, DB07457, DB06486, DB11829, DB05608, DB01772"
DB07457,0,"DB01946, DB07457, DB03777, DB07456, DB07458, DB06486, DB11829, DB05608, DB01772"
DB07458,0,"DB07456, DB07458, DB03777, DB01946, DB07457, DB06486, DB11829, DB05608, DB01772"
DB07459,0,DB07459
DB07460,0,"DB07460, DB07268"
DB07461,0,DB07461
DB07462,0,"DB07462, DB00323"
DB07463,0,"DB07463, DB08606, DB07649, DB12353"
DB07464,0,"DB07464, DB02614, DB07466"
DB07465,0,"DB06335, DB07465, DB04876"
DB07466,0,"DB07466, DB02614, DB07464"
DB07467,1,"DB00808, DB07467"
DB07468,0,"DB07468, DB07469, DB07470, DB01944"
DB07469,0,"DB07469, DB07468, DB07470, DB01944"
DB07470,0,"DB07470, DB01944, DB07469, DB07468"
DB07471,0,DB07471
DB07472,0,"DB07472, DB07473"
DB07473,0,"DB07473, DB07472"
DB07474,0,DB07474
DB07476,0,DB07476
DB07477,0,"DB07477, DB02047, DB09269"
DB07478,0,"DB07478, DB02923, DB04120"
DB07479,0,"DB07479, DB07435"
DB07480,0,DB07480
DB07481,0,"DB07481, DB03304"
DB07482,0,"DB07482, DB06182, DB11723"
DB07483,0,"DB07483, DB08319"
DB07484,0,DB07484
DB07485,0,"DB07485, DB03941, DB06902, DB06973, DB07931"
DB07486,0,DB07486
DB07487,0,DB07487
DB07488,0,DB07488
DB07489,0,"DB07489, DB08778"
DB07490,0,DB07490
DB07491,0,DB07491
DB07492,0,"DB07492, DB02608, DB00446, DB13294, DB04411"
DB07493,0,"DB07493, DB12379, DB02519, DB03444, DB02052, DB07766"
DB07494,0,"DB07494, DB13466, DB00245, DB13468"
DB07495,0,"DB07495, DB08045"
DB07496,0,DB07496
DB07497,0,"DB07497, DB03112, DB00121, DB04650, DB02674, DB03139, DB03549"
DB07498,0,DB07498
DB07499,0,DB07499
DB07500,0,"DB07500, DB15359, DB14122, DB03285"
DB07501,0,"DB07501, DB07504, DB07750, DB07755"
DB07502,0,"DB07502, DB06937, DB07236"
DB07503,0,DB07503
DB07504,0,"DB07501, DB07504, DB07750, DB07755"
DB07505,0,DB07505
DB07506,0,"DB07506, DB07673, DB06819"
DB07507,0,"DB07507, DB07511"
DB07508,0,DB07508
DB07509,0,"DB07509, DB16263"
DB07510,0,"DB07510, DB07914, DB07915"
DB07511,0,"DB07511, DB08951, DB07507"
DB07512,0,"DB07512, DB07513"
DB07513,0,"DB07513, DB07512"
DB07514,0,"DB07514, DB07528"
DB07515,0,DB07515
DB07516,0,"DB07516, DB07914, DB07915"
DB07517,0,DB07517
DB07518,0,"DB07518, DB03967, DB00815"
DB07519,0,"DB07519, DB07874"
DB07520,0,DB07520
DB07521,0,DB07521
DB07522,0,DB07522
DB07524,0,DB07524
DB07525,0,DB07525
DB07526,0,"DB07526, DB04032, DB03031, DB04676"
DB07527,0,DB07527
DB07528,0,"DB07528, DB07514"
DB07529,0,DB07529
DB07530,0,"DB07530, DB04796"
DB07531,0,"DB07531, DB07534, DB07533, DB07540, DB07538, DB07539"
DB07532,0,"DB07532, DB07603, DB07928, DB13087, DB03927, DB08554, DB03440"
DB07533,0,"DB07533, DB07534, DB07540, DB07538, DB07531, DB07539"
DB07534,0,"DB07534, DB07533, DB07540, DB07538, DB07531, DB07539"
DB07535,0,DB07535
DB07536,0,DB07536
DB07537,0,DB07537
DB07538,0,"DB07538, DB07534, DB07533, DB07540, DB07539, DB07531"
DB07539,0,"DB07539, DB07534, DB07533, DB07540, DB07538, DB07531"
DB07540,0,"DB07540, DB07534, DB07533, DB07538, DB07531, DB07539"
DB07541,0,"DB07541, DB02858"
DB07542,0,"DB07542, DB07581, DB02884"
DB07543,0,"DB07543, DB00960, DB01136, DB13530"
DB07544,0,DB07544
DB07545,0,DB07545
DB07546,0,DB07546
DB07547,0,"DB07547, DB07770, DB08556"
DB07548,0,"DB07548, DB07549, DB07550"
DB07549,0,"DB07549, DB07548, DB07550"
DB07550,0,"DB07550, DB07549, DB07548"
DB07551,0,"DB07551, DB07552, DB07392"
DB07552,0,"DB07551, DB07552, DB07392"
DB07553,0,"DB07553, DB02546"
DB07555,0,DB07555
DB07556,0,DB07556
DB07557,0,"DB01561, DB04693, DB07375, DB07557, DB01744, DB11345, DB14156, DB15918, DB03540, DB08956, DB15920, DB02854, DB05087, DB11859, DB12308, DB12972, DB00858, DB11622, DB02125, DB02901, DB07447, DB13587"
DB07558,0,"DB07558, DB16961, DB11332"
DB07559,0,"DB07559, DB07443, DB08169"
