DrugBank ID,Doping,Similar Structure
DB00320,0,"DB00320, DB13345, DB11273, DB11274, DB11275, DB00696, DB01200, DB12538, DB12755, DB00080, DB12076, DB02868, DB04911, DB04431, DB04111, DB12586, DB17390, DB13928, DB06663, DB00541, DB00570, DB02792, DB00200, DB05735, DB00361, DB06402, DB00309, DB11191, DB00512, DB16144"
DB00321,0,"DB00321, DB00540, DB13114, DB13384"
DB00322,0,"DB00322, DB01629, DB12947, DB02256, DB03761, DB03274, DB02745, DB01265, DB04485, DB13030, DB00249, DB12028, DB09256, DB09327, DB03800, DB03448, DB12957, DB13421, DB03312, DB06683, DB14913, DB00432, DB15427, DB03413, DB03685, DB02714, DB02805, DB02324, DB01643, DB11998"
DB00323,0,"DB00323, DB14849, DB07462"
DB00324,1,"DB00324, DB00443, DB01234, DB11522, DB13491, DB00547, DB00620, DB08970, DB11750, DB00223, DB00663, DB09095, DB12553, DB14640, DB14649, DB00596, DB14669, DB00687, DB01384, DB09378, DB08971, DB13158, DB14634, DB00860, DB00959, DB13223, DB13728, DB01185, DB14664, DB00896"
DB00325,0,DB00325
DB00326,0,"DB00326, DB11126, DB13962, DB04304, DB13180, DB03212, DB03603, DB11141, DB11246, DB11248, DB13620, DB13749, DB14488, DB14528, DB02807, DB03303, DB03489, DB03237, DB01914, DB11735, DB12907, DB12970"
DB00327,1,"DB00327, DB00956, DB00704, DB01192, DB06800, DB00497, DB01183, DB04509, DB01531, DB01565, DB01551, DB06230, DB01512, DB00844, DB00921, DB01450, DB01548, DB16072, DB15341, DB16117, DB14146, DB01538, DB09049, DB01480, DB01497, DB00295, DB00318, DB13471, DB01477, DB01466"
DB00328,0,"DB00328, DB13783, DB07983, DB03121, DB13308, DB07981, DB07984, DB02504, DB13527, DB02936, DB11909, DB05737"
DB00330,0,DB00330
DB00331,0,DB00331
DB00332,0,"DB00332, DB00424, DB00572, DB13833, DB11785, DB16896, DB00209, DB00747, DB11315, DB02161, DB11181, DB00462, DB09300, DB12086, DB00725, DB08978, DB09271, DB15968"
DB00333,1,"DB00333, DB13515, DB15198, DB01491, DB11609, DB15597, DB13436, DB13361, DB01498"
DB00334,0,DB00334
DB00335,1,"DB00335, DB06987, DB13443, DB00264, DB00187, DB00195, DB09351"
DB00336,0,"DB00336, DB00698, DB13855"
DB00337,0,"DB00337, DB00864, DB03621, DB01590, DB15527, DB06287, DB00877, DB06233"
DB00338,0,"DB00338, DB00736, DB01129, DB13762, DB00448, DB05351, DB17144, DB00213, DB11964, DB13135"
DB00339,0,DB00339
DB00340,0,DB00340
DB00341,0,"DB00341, DB06282, DB00557, DB08936, DB00737, DB00354"
DB00342,0,"DB00342, DB01231, DB00950, DB09076"
DB00343,0,DB00343
DB00344,0,DB00344
DB00345,0,"DB00345, DB16842, DB08508, DB07069"
DB00346,0,"DB00346, DB01162, DB12230, DB00590"
DB00347,0,"DB00347, DB13799, DB00617"
DB00348,0,DB00348
DB00349,0,"DB00349, DB17092"
DB00350,0,DB00350
DB00351,0,"DB00351, DB13981, DB14659, DB12221, DB15903, DB04839, DB00603, DB11440, DB11636, DB12499, DB14583, DB06789, DB14677, DB14660, DB11529, DB05288, DB06780, DB13958, DB09015, DB01134, DB01420, DB14539, DB01380, DB08804, DB13640, DB13943, DB13944, DB13946, DB16001, DB16002"
DB00352,0,"DB00352, DB01033"
DB00353,0,"DB00353, DB01253, DB04829, DB00247, DB00589, DB00696"
DB00354,0,"DB00354, DB08936, DB00737, DB15979, DB00557, DB00341, DB06282, DB01176"
DB00355,0,"DB00355, DB13553"
DB00356,0,DB00356
DB00357,1,"DB00357, DB01437, DB13413, DB08997"
DB00358,0,DB00358
DB00359,0,"DB00359, DB05245, DB13320, DB06821, DB01581, DB01582, DB11547, DB01382"
DB00360,0,"DB00360, DB03918, DB12575"
DB00361,0,"DB00361, DB11641, DB12586, DB17390, DB00541, DB00570, DB00309, DB05168, DB02868, DB11191, DB00200, DB03614, DB11467, DB03469, DB04803, DB05735, DB03906, DB12674, DB02832, DB03317, DB16186, DB02667, DB16312, DB17385, DB00615, DB02949, DB15673, DB00115, DB11476, DB13013"
DB00362,0,"DB00362, DB05128, DB01141"
DB00363,0,"DB00363, DB05766"
DB00364,0,"DB00364, DB01901, DB00686, DB02879"
DB00365,0,"DB00365, DB00537, DB11404, DB11393, DB01208, DB00978, DB11443, DB01059, DB00487, DB04576, DB06771, DB01044, DB14025, DB11453, DB13261, DB01405, DB11491, DB11511, DB12447, DB16219, DB09047, DB00218, DB13772, DB11847, DB01137, DB01165, DB03034, DB06600"
DB00366,0,"DB00366, DB00748"
DB00367,0,"DB00367, DB00717, DB09389, DB00294, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB06730, DB14584, DB00253, DB18000, DB01481, DB01572, DB04652, DB09070, DB09371, DB01500, DB01540"
DB00368,1,"DB00368, DB00668, DB13378, DB06707, DB00988, DB01064, DB13251, DB00388, DB08985, DB08957, DB00610, DB13494, DB13917, DB09203"
DB00369,0,"DB00369, DB12151"
DB00370,0,"DB00370, DB06678, DB06148"
DB00371,0,"DB00371, DB06797"
DB00372,0,"DB00372, DB12710, DB00679, DB00933, DB00420, DB15596, DB00433, DB00831, DB01246, DB01622, DB13784, DB13591, DB00392, DB00902, DB00850, DB01063, DB00623"
DB00373,1,DB00373
DB00374,0,DB00374
DB00376,0,"DB00376, DB00387, DB00942, DB00505, DB13713, DB00810, DB00193, DB13642, DB13566"
DB00377,0,DB00377
DB00378,0,"DB00378, DB09124, DB13602, DB13857, DB11636, DB11529, DB13129, DB09015, DB00396, DB01434, DB01536, DB13528, DB00990"
DB00379,0,"DB00379, DB07129"
DB00380,0,DB00380
DB00381,0,"DB00381, DB09237, DB01023, DB04920"
DB00382,0,"DB00382, DB03672, DB04616, DB04617, DB07940"
DB00383,0,"DB00383, DB00219"
DB00384,1,"DB00384, DB05552"
DB00385,0,"DB00385, DB00445, DB00694, DB00997, DB11616, DB17149, DB12410, DB01177, DB05706, DB13103, DB01806, DB03219, DB06420, DB03199, DB04131, DB11617, DB11618, DB06013, DB06263, DB12755, DB17273, DB17390, DB03933, DB00541, DB00570"
DB00387,0,"DB00387, DB00376, DB00942, DB00505, DB13713, DB00810, DB00193, DB13642"
DB00388,0,"DB00388, DB08985, DB00668, DB13378, DB00816, DB00871, DB01064, DB00368, DB09203, DB13917, DB08957, DB00610, DB13494, DB01288"
DB00389,0,DB00389
DB00390,0,"DB00390, DB01396, DB13401, DB01078, DB00511, DB13691, DB01092, DB13467, DB13240, DB13756, DB13537, DB12843, DB03671, DB06569, DB04177, DB15532, DB14081, DB12025, DB06748, DB06749, DB14815"
DB00391,0,"DB00391, DB16021, DB13523, DB13273, DB06288, DB13025"
DB00392,0,"DB00392, DB01069, DB13420, DB13840, DB15596, DB15978, DB13672, DB12710, DB00420, DB01246, DB01615, DB00433, DB00777, DB00372, DB00902, DB13784"
DB00393,0,"DB00393, DB09240, DB01054, DB09232, DB06712, DB09239, DB14068, DB00622, DB00528, DB09227, DB09231, DB09233, DB09230, DB09238, DB00401, DB09229, DB01115, DB09236, DB01023, DB00270"
DB00394,1,"DB00394, DB14221, DB14643, DB14632, DB15999, DB14653, DB14633, DB14644, DB14652, DB15566, DB00240, DB00764, DB01130, DB14538, DB14543, DB01013, DB14540, DB14544, DB01410, DB06781, DB14512, DB14637, DB14657, DB14640, DB14649, DB14541, DB14625, DB14646, DB15777, DB14545"
DB00395,0,DB00395
DB00396,0,"DB00396, DB01434, DB01536, DB01451, DB13391, DB15977, DB13710, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB01443, DB01456, DB08905, DB00253, DB18000, DB14584, DB04652, DB07373, DB12194"
DB00397,0,"DB00397, DB01486, DB00852, DB01364, DB14752, DB11278, DB11587, DB04484, DB00610, DB11610, DB00182, DB01576"
DB00398,0,"DB00398, DB15414, DB08896, DB06938"
DB00399,0,"DB00399, DB16907"
DB00400,0,DB00400
DB00401,0,"DB00401, DB09229, DB01115, DB01054, DB09240, DB00393, DB09239, DB14068, DB06712, DB09232, DB00622, DB00528, DB01023, DB09227, DB09231, DB09234, DB09238, DB00270"
DB00402,0,"DB00402, DB01198"
DB00403,0,"DB00403, DB14806, DB17503, DB16146, DB15272, DB05479, DB15314, DB01284, DB13298, DB12777, DB15687, DB14786, DB14027, DB18527, DB15194, DB12054, DB14777, DB13928, DB12292, DB00183, DB13925, DB14554, DB15494, DB17969, DB04931, DB13985, DB15873, DB17160, DB17278, DB11975"
DB00404,0,"DB00404, DB01215, DB00897, DB00546, DB14716, DB14717, DB14718"
DB00405,0,"DB00405, DB00835, DB01620, DB01114, DB13679, DB09555"
DB00406,0,"DB00406, DB03895, DB11279"
DB00408,0,"DB00408, DB00543, DB15092"
DB00409,0,"DB00409, DB12518, DB09018"
DB00410,0,"DB00410, DB12843"
DB00411,0,"DB00411, DB01019"
DB00412,0,"DB00412, DB09198, DB09201"
DB00413,0,"DB00413, DB15130"
DB00414,0,"DB00414, DB01124, DB13675, DB08962"
DB00415,0,"DB00415, DB01053, DB13836, DB01060, DB08795, DB00578, DB01604, DB08559, DB13739, DB00319, DB13816, DB01061, DB09320, DB01607, DB00739, DB13506, DB01602, DB07806, DB03658, DB00417, DB13686, DB01000, DB13693, DB13337, DB03550, DB03820, DB12127, DB00895, DB13660, DB09319"
DB00416,0,"DB00416, DB01199, DB01336, DB14066, DB18146, DB16824, DB12093, DB01135, DB13692, DB01226"
DB00417,0,"DB00417, DB13337, DB13660, DB01053, DB01060, DB00415, DB03550, DB03820, DB01000, DB00578, DB13506, DB13836, DB01603, DB09320, DB13686, DB08559, DB08795, DB13739, DB00607, DB13300, DB13816, DB13693, DB01607, DB01604, DB00319, DB09319, DB00739, DB01061, DB01602, DB03658"
DB00418,0,"DB00418, DB00306, DB13770, DB00241, DB00312, DB01352, DB01353, DB00237, DB01351, DB13577, DB13253, DB01154"
DB00419,0,"DB00419, DB14872, DB17619, DB00491, DB08283, DB17804, DB01816, DB03206, DB03955, DB05018, DB02034, DB04878"
DB00420,0,"DB00420, DB01246, DB12710, DB15596, DB00477, DB00902, DB13382, DB01069, DB13420, DB13820, DB01071, DB00392, DB11517, DB00433, DB09000, DB00508, DB13784, DB00372, DB13840, DB00850, DB11447, DB15978, DB01614, DB00679, DB00831, DB01403, DB13672"
DB00421,1,"DB00421, DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB01395"
DB00422,1,"DB00422, DB06701"
DB00423,0,"DB00423, DB14656, DB00874"
DB00424,0,"DB00424, DB00572, DB13833, DB00332, DB11785, DB16896, DB00209, DB00747, DB11315, DB02161, DB11181, DB00462, DB09300, DB12086, DB00725, DB08978, DB09271, DB15968"
DB00425,0,DB00425
DB00426,0,"DB00426, DB00299, DB06575"
DB00427,0,"DB00427, DB09488"
DB00428,0,"DB00428, DB13832, DB03109, DB03567, DB03740"
DB00429,0,"DB00429, DB01160, DB12789, DB00917, DB11454, DB01088, DB00770"
DB00430,0,"DB00430, DB01329, DB00923, DB01326, DB13266, DB14725, DB00267, DB01328, DB00229, DB00274, DB09062, DB01330, DB01212, DB13638, DB13778, DB05735, DB13499, DB01327, DB13821, DB01140, DB01150, DB14879, DB13470, DB00567, DB00671, DB00535, DB11485, DB13682, DB13504, DB00438"
DB00431,0,DB00431
DB00432,0,"DB00432, DB01265, DB04485, DB13421, DB03312, DB06683, DB14913, DB11998, DB02256, DB12606, DB08432, DB01643, DB08596, DB08661, DB03274, DB13030, DB02745, DB06198, DB14930, DB04205, DB03846, DB03150, DB04438, DB00495, DB04243, DB03103, DB00322, DB12028, DB02980, DB00249"
DB00433,0,"DB00433, DB00850, DB13382, DB00477, DB12710, DB13557, DB14651, DB00420, DB01246, DB13784, DB15596, DB00902, DB00372, DB00831, DB00392, DB00623, DB01069, DB13420, DB01071"
DB00434,0,"DB00434, DB00924, DB13720"
DB00435,0,DB00435
DB00436,1,"DB00436, DB00774, DB08303, DB15861, DB13430, DB13532"
DB00437,0,DB00437
DB00438,0,"DB00438, DB00671, DB01413, DB13682, DB13504, DB14879, DB01416, DB00493, DB00535, DB00267, DB11505, DB11485, DB01332, DB01212, DB09050, DB01066, DB13667, DB13470, DB13499, DB04918, DB05735, DB11385, DB13461, DB09008, DB14733, DB00229, DB06590, DB01415, DB00430, DB03530"
DB00439,0,"DB00439, DB08860"
DB00440,0,"DB00440, DB03125, DB15976, DB13795, DB02809"
DB00441,0,"DB00441, DB12901, DB12564, DB02594, DB12906, DB16407, DB13030, DB13776, DB12045, DB12383, DB00987, DB02097, DB12957, DB14808, DB11667, DB13921, DB00943, DB06683, DB14913, DB15427, DB15660, DB06433, DB03798, DB06656, DB06187, DB03155, DB04603, DB02883, DB02456, DB03403"
DB00442,0,"DB00442, DB12531, DB17733, DB00299, DB06575, DB15651"
DB00443,1,"DB00443, DB01234, DB11522, DB13491, DB00324, DB00620, DB00547, DB08970, DB11750, DB00223, DB00663, DB09095, DB12553, DB14640, DB14649, DB14669, DB00687, DB01384, DB09378, DB00596, DB14634, DB00860, DB00959, DB08971, DB13728, DB13158, DB13223, DB01185, DB13208, DB14664"
DB00444,0,"DB00444, DB00773, DB17255, DB01179, DB09094, DB12802"
DB00445,0,"DB00445, DB00694, DB00997, DB11616, DB17149, DB01177, DB12410, DB05706, DB13103, DB00385, DB06420, DB04131, DB01806, DB06263, DB03219, DB11618, DB03199, DB06013, DB11617, DB12755, DB17273"
DB00446,0,"DB00446, DB02608, DB04411, DB07492, DB07565, DB13294, DB14658"
DB00447,0,"DB00447, DB04293"
DB00448,0,"DB00448, DB05351, DB17144, DB01129, DB13762, DB00338, DB00736, DB11964"
DB00449,1,"DB00449, DB13316, DB00901"
DB00450,0,"DB00450, DB01100"
DB00451,0,"DB00279, DB00451, DB00509, DB12425, DB01583, DB12629, DB03374, DB01758"
DB00452,0,"DB00452, DB01421, DB04728, DB03615, DB15080, DB17631, DB16951, DB13673, DB00684, DB13270, DB04717, DB01172, DB04808, DB04718, DB04263, DB04729, DB17884, DB07341, DB11520, DB03779, DB00798, DB13274, DB04626, DB04679, DB04678, DB03618, DB00919, DB04226"
DB00453,0,"DB00453, DB09093, DB00618, DB00759, DB13092, DB09550, DB00595, DB00256, DB01301, DB00254, DB00931, DB01017, DB12035, DB12455, DB00560, DB12329, DB15040, DB13264, DB11647, DB11691, DB05168, DB11191, DB03469, DB03614, DB00361, DB00200, DB12674, DB11467, DB02832"
DB00454,1,"DB00454, DB01505, DB01081, DB01475, DB13605, DB01518, DB08988, DB00913, DB01464, DB01501"
DB00455,0,"DB00455, DB00967, DB11614, DB00719"
DB00456,0,"DB00456, DB00689, DB01414, DB03313, DB01331, DB01139, DB09008, DB11592, DB00567, DB01140, DB01112, DB13461, DB00493, DB11385, DB03938, DB01150, DB01416, DB02247, DB04133, DB01326, DB01333, DB11505, DB03450, DB13504, DB00535, DB00833, DB13499, DB01328, DB01413, DB13266"
DB00457,0,"DB00457, DB12230, DB01162, DB00590, DB09206"
DB00458,0,"DB00458, DB01151, DB00726, DB13782, DB01242, DB13411"
DB00459,0,"DB00459, DB00926, DB08455, DB13368"
DB00460,1,"DB00460, DB04980, DB06659, DB04506, DB02133, DB01853"
DB00461,0,DB00461
DB00462,0,"DB00462, DB09300, DB12086, DB00747, DB11315, DB09271, DB11785, DB16896, DB00332, DB00424, DB00572, DB13833, DB00209, DB00725, DB02161, DB11181, DB15968, DB08978, DB13825"
DB00463,0,"DB00463, DB01483, DB00237, DB01353, DB13577, DB01351, DB13229, DB00312, DB01352"
DB00464,0,"DB00464, DB11328, DB00815, DB03967"
DB00465,0,"DB00465, DB00500"
DB00466,0,DB00466
DB00467,0,"DB00467, DB01155, DB16850, DB12479, DB00685, DB09335"
DB00468,0,"DB00468, DB00908, DB13718, DB15300, DB16831, DB01346"
DB00469,0,"DB00469, DB06725, DB00554, DB15883, DB16877, DB08942"
DB00470,1,"DB00470, DB11755, DB14011, DB06444, DB12193, DB18537, DB18539, DB18540, DB18541, DB18542, DB00486"
DB00471,0,DB00471
DB00472,0,"DB00472, DB08472, DB08544, DB06731, DB00289, DB09186"
DB00473,0,"DB00473, DB09088"
DB00474,0,"DB00474, DB13229, DB01352"
DB00475,1,"DB00475, DB16062"
DB00476,0,DB00476
DB00477,0,"DB00477, DB13382, DB00433, DB00850, DB00420, DB01246, DB13557, DB12710, DB15596, DB00902, DB14651, DB13820, DB01071, DB09000, DB01069, DB13420"
DB00478,0,"DB00478, DB00915, DB01043, DB04926, DB02435"
DB00479,0,"DB00479, DB06696, DB13540, DB16339, DB04096, DB12232, DB04679, DB03618, DB02397, DB04678, DB03013, DB04194, DB08818, DB17689, DB04426, DB04226, DB03296, DB14932, DB12615, DB04718, DB01172, DB04717, DB11520"
DB00480,0,"DB00480, DB08910, DB17419, DB01041, DB18115"
DB00481,1,DB00481
DB00482,0,"DB00482, DB14059, DB03477, DB11395"
DB00483,0,"DB00483, DB13584"
DB00484,0,DB00484
DB00485,0,"DB00485, DB01147, DB00301, DB00713, DB01061, DB00739, DB00319, DB09319, DB13836, DB00578, DB00948, DB13506, DB01603, DB01604, DB00415, DB00607, DB01607"
DB00486,1,"DB00486, DB06444, DB00470, DB11755, DB12193, DB07933, DB14011"
DB00487,0,"DB00487, DB01059, DB11404, DB00537, DB04576, DB00978, DB11393, DB01208, DB00365, DB11511, DB11491, DB11443, DB01405, DB14025, DB13772, DB06771, DB01044, DB11453, DB12447, DB16219, DB01137, DB01165, DB03034, DB13261, DB09047, DB00218"
DB00488,0,"DB00488, DB14031"
DB00489,1,DB00489
DB00490,0,"DB00490, DB12184, DB12833"
DB00491,0,"DB00491, DB00419, DB14872, DB17619, DB08283, DB17804, DB03206, DB03955, DB05018, DB01816, DB02034, DB04878"
DB00492,0,"DB00492, DB14207"
DB00493,0,"DB00493, DB01416, DB13504, DB11505, DB00535, DB01413, DB00671, DB01332, DB00267, DB11485, DB13461, DB00438, DB01066, DB01212, DB14879, DB13470, DB13682, DB01112, DB00456, DB00689, DB01414, DB00229, DB03313, DB01139, DB01415, DB04918, DB13667, DB01331, DB09050, DB14733"
DB00494,0,DB00494
DB00495,0,"DB00495, DB17759, DB03666, DB04542, DB03233, DB01265, DB04485, DB13421, DB03312, DB06683, DB14913, DB06198, DB14930, DB00432, DB03150, DB12423, DB08596, DB08661, DB12606, DB01643, DB02256, DB11998, DB08432, DB03274, DB04205, DB03846, DB03195, DB08651, DB04438, DB13030"
DB00496,0,DB00496
DB00497,1,"DB00497, DB00704, DB01192, DB06800, DB01183, DB04509, DB00956, DB00327, DB06230, DB01512, DB00844, DB14146, DB15341, DB01551, DB09049, DB01565, DB01531, DB16117, DB16072, DB00921, DB01450, DB01548, DB01538, DB13471, DB01480, DB01497, DB01469, DB00318, DB01477, DB01466"
DB00498,0,"DB00498, DB13136, DB13275, DB01125, DB13545, DB13347"
DB00499,0,"DB00499, DB07454"
DB00500,0,"DB00500, DB04828, DB00465, DB16088"
DB00501,0,"DB00501, DB08805"
DB00502,0,"DB00502, DB13554, DB12401, DB13552, DB13791, DB00836"
DB00503,0,"DB00503, DB09065"
DB00504,0,"DB00504, DB00854, DB14682, DB00652, DB13606, DB00514, DB13810, DB00611, DB01209"
DB00505,0,"DB00505, DB00376, DB00387, DB00942, DB13713, DB00810, DB00193"
DB00507,0,DB00507
DB00508,0,"DB00508, DB00831, DB00623, DB11517, DB09000, DB01614, DB00420, DB01246, DB01608, DB11540, DB12710, DB01063, DB00902, DB13213, DB01038, DB15596"
DB00509,0,"DB00279, DB00451, DB00509, DB12425, DB01583, DB12629, DB03374, DB01758"
DB00511,0,"DB00511, DB13691, DB13467, DB00390, DB01396, DB13401, DB01078, DB13240, DB01092, DB13756, DB13537, DB12843, DB06569, DB15774, DB15907, DB15532, DB03671, DB14081, DB01410, DB12025, DB04177, DB06748, DB06749, DB15136"
DB00512,0,"DB00512, DB04529, DB06402, DB04431, DB04911, DB04111, DB02792, DB06149, DB05735, DB04952, DB05168, DB11191, DB11467, DB05109, DB16186, DB00200, DB12674, DB03614, DB02975, DB12755, DB16312, DB13013, DB02868, DB03469, DB15673, DB11691, DB03933, DB03906, DB18365, DB01200"
DB00513,0,"DB00513, DB00123, DB03252, DB03134, DB04419, DB15458, DB03590, DB02068, DB04235, DB01715"
DB00514,0,"DB00514, DB00854, DB14682, DB13606, DB00504, DB00652, DB13810, DB00611, DB01209, DB01547"
DB00515,0,DB00515
DB00517,0,DB00517
DB00518,0,"DB00518, DB13871, DB11410, DB11446"
DB00519,0,"DB00519, DB00178, DB14209, DB14208, DB00584, DB00790, DB00722, DB09477, DB14213, DB13312"
DB00520,0,DB00520
DB00521,1,"DB00521, DB17770"
DB00522,0,DB00522
DB00523,0,"DB00523, DB00755, DB00982, DB00162, DB08467, DB02699, DB06755, DB08127, DB12112, DB16291"
DB00524,1,"DB00524, DB13708, DB01325"
DB00525,0,DB00525
DB00526,0,DB00526
DB00527,0,DB00527
DB00528,0,"DB00528, DB09231, DB09239, DB14068, DB00622, DB09227, DB01054, DB00393, DB09230, DB09238, DB09240, DB06712, DB09232, DB09233, DB00401, DB09229"
DB00529,0,DB00529
DB00530,0,"DB00530, DB11737, DB12174, DB03365, DB02984, DB02848, DB17170, DB00317"
DB00531,0,"DB00531, DB12902, DB01181, DB12727"
DB00532,0,"DB00532, DB00252, DB00754, DB13396, DB13276"
DB00533,0,DB00533
DB00534,0,"DB00534, DB09406"
DB00535,0,"DB00535, DB13504, DB00671, DB01416, DB00493, DB01413, DB01332, DB01066, DB00267, DB11485, DB11505, DB00438, DB01212, DB13470, DB13461, DB00229, DB14879, DB13682, DB04918, DB01415, DB01150, DB13667, DB00567, DB11592, DB14733, DB00689, DB01112, DB01326, DB00430, DB01140"
DB00536,0,DB00536
DB00537,0,"DB00537, DB11404, DB01059, DB00487, DB11393, DB01208, DB00978, DB04576, DB00365, DB11443, DB14025, DB06771, DB01044, DB11491, DB11511, DB11453, DB01405, DB12447, DB16219, DB13261, DB13772, DB09047, DB00218, DB01137, DB01165, DB03034, DB11847, DB06600, DB08972"
DB00538,0,"DB00538, DB00225, DB04229"
DB00539,1,"DB00539, DB00675, DB04468, DB04938, DB06640, DB15641, DB00882, DB06735"
DB00540,0,"DB00540, DB00321, DB13114, DB13384"
DB00541,0,"DB00541, DB00570, DB17390, DB12586, DB00309, DB02868, DB11641, DB00361, DB05168, DB11191, DB11467, DB00200, DB03614, DB04803, DB03469, DB05735, DB12674, DB16186, DB16312, DB02832, DB03317, DB03906, DB04877, DB00615, DB15673, DB17385, DB13013, DB02949, DB02667, DB12755"
DB00542,0,"DB00542, DB14125, DB05796, DB15356"
DB00543,0,"DB00408, DB00543, DB15092"
DB00544,0,"DB00544, DB03419, DB16345"
DB00545,0,"DB00545, DB13694"
DB00546,0,"DB00546, DB00404, DB00897, DB01215, DB14716, DB14717, DB14718"
DB00547,1,"DB00547, DB00324, DB00443, DB01234, DB11522, DB13491, DB00620, DB08970, DB11750, DB09095, DB00223, DB00663, DB12553, DB14640, DB14649, DB00596, DB08971, DB14669, DB00687, DB13158, DB01384, DB09378, DB00896, DB00860, DB00959, DB13223, DB14634, DB14664, DB13728, DB01185"
DB00548,0,"DB00548, DB02448, DB03017, DB03193, DB03500, DB03600, DB03704, DB03796, DB04519, DB07645, DB08231, DB16857, DB11290, DB14077, DB01856, DB02938, DB16084, DB01631, DB05343, DB11117, DB02405, DB08171, DB15678, DB02242, DB02260, DB04039, DB04560, DB02406, DB02767, DB07930"
DB00549,0,"DB00549, DB16227"
DB00550,0,"DB00550, DB13644"
DB00551,0,"DB00551, DB02736"
DB00552,0,DB00552
DB00553,0,"DB00553, DB12216, DB18665"
DB00554,0,"DB00554, DB15883, DB16877, DB08942, DB00814, DB00469, DB06725"
DB00555,0,DB00555
DB00556,0,"DB00556, DB13117, DB12821"
DB00557,0,"DB00557, DB00341, DB06282, DB08936, DB00737, DB00354, DB15979"
DB00558,0,"DB00558, DB03321, DB12791, DB11888, DB03991, DB04227"
DB00559,0,"DB00559, DB06558, DB06677"
DB00560,0,"DB00560, DB15040, DB12329, DB01017, DB12455, DB00254, DB00759, DB09550, DB00595, DB00931, DB12035, DB00256, DB01301, DB09093, DB00453, DB00618, DB13092, DB13264, DB11647, DB11191, DB05168, DB12674, DB03614, DB03469, DB00200, DB00361, DB11467, DB05109, DB15413, DB11641"
DB00561,1,"DB00561, DB01529, DB13413, DB04896, DB08918"
DB00562,1,DB00562
DB00563,0,"DB00563, DB08878, DB07765, DB16620, DB06178, DB07689, DB00158, DB06813"
